EjerciciosDia.id,EjerciciosDia.userName,EjerciciosDia.idCurso,EjerciciosDia.fecha,EjerciciosDia.total
1615,443960899,3,2019-07-26 00:00:00,18
2924,432930093,3,2019-07-29 00:00:00,19
2187,448326693,3,2019-07-26 00:00:00,25
2336,432160196,3,2019-07-27 00:00:00,11
1647,regutierrez,3,2019-07-26 00:00:00,4
1691,442590598,1,2019-07-26 00:00:00,26
1651,432432998,3,2019-07-26 00:00:00,4
2880,438982497,3,2019-07-29 00:00:00,1
1638,443756891,3,2019-07-26 00:00:00,4
2210,445247796,3,2019-07-26 00:00:00,2
2714,445376091,3,2019-07-29 00:00:00,7
2770,432255491,3,2019-07-29 00:00:00,32
1636,432473997,3,2019-07-26 00:00:00,27
2972,439093396,3,2019-07-29 00:00:00,10
1635,431944294,3,2019-07-26 00:00:00,6
1616,433147391,3,2019-07-26 00:00:00,38
2874,435121297,3,2019-07-29 00:00:00,3
2462,439871497,3,2019-07-28 00:00:00,9
1655,433237799,3,2019-07-26 00:00:00,27
1643,436409897,3,2019-07-26 00:00:00,21
2209,432871697,3,2019-07-26 00:00:00,21
2802,448439397,3,2019-07-29 00:00:00,13
2969,432521799,3,2019-07-29 00:00:00,13
2548,441556494,1,2019-07-29 00:00:00,24
2203,456483498,3,2019-07-26 00:00:00,17
2230,eguerrero,1,2019-07-26 00:00:00,7
2340,433222094,3,2019-07-27 00:00:00,29
2202,432998994,3,2019-07-26 00:00:00,19
2449,457350791,3,2019-07-28 00:00:00,1
2463,431948696,3,2019-07-28 00:00:00,7
2554,454347899,3,2019-07-29 00:00:00,21
2055,434451096,1,2019-07-26 00:00:00,19
2595,439011896,3,2019-07-29 00:00:00,19
2450,433030993,3,2019-07-28 00:00:00,6
2194,432859492,1,2019-07-26 00:00:00,21
2718,433147391,3,2019-07-29 00:00:00,14
2721,434067893,1,2019-07-29 00:00:00,7
2461,432013899,3,2019-07-28 00:00:00,25
2806,433241299,3,2019-07-29 00:00:00,9
2190,438256291,3,2019-07-26 00:00:00,19
2890,433017793,1,2019-07-29 00:00:00,16
2451,434378393,1,2019-07-28 00:00:00,18
2842,435123091,3,2019-07-29 00:00:00,2
3172,439962693,3,2019-07-29 00:00:00,20
3094,445247796,3,2019-07-29 00:00:00,1
2988,439764393,3,2019-07-29 00:00:00,1
2551,457378390,1,2019-07-29 00:00:00,10
2894,458101792,1,2019-07-29 00:00:00,18
3119,damayanti,3,2019-07-29 00:00:00,1
2552,432931094,1,2019-07-29 00:00:00,9
2555,433812795,1,2019-07-29 00:00:00,20
2855,432169496,3,2019-07-29 00:00:00,10
2546,439817395,1,2019-07-29 00:00:00,46
2762,439921595,1,2019-07-29 00:00:00,21
2843,439746091,3,2019-07-29 00:00:00,10
2792,433204194,3,2019-07-29 00:00:00,34
2965,458000292,1,2019-07-29 00:00:00,23
2925,432723094,3,2019-07-29 00:00:00,18
2858,456450491,3,2019-07-29 00:00:00,5
2846,432460299,3,2019-07-29 00:00:00,10
2964,433236990,3,2019-07-29 00:00:00,5
2811,453840493,3,2019-07-29 00:00:00,9
2553,matetest,1,2019-07-29 00:00:00,8
2840,432605896,1,2019-07-29 00:00:00,21
2769,453366794,3,2019-07-29 00:00:00,28
2967,439715298,3,2019-07-29 00:00:00,7
2877,439985093,3,2019-07-29 00:00:00,8
2779,454114799,1,2019-07-29 00:00:00,18
2547,450649398,3,2019-07-29 00:00:00,11
2545,454997392,1,2019-07-29 00:00:00,34
2764,442640397,3,2019-07-29 00:00:00,35
3053,432125996,3,2019-07-29 00:00:00,6
3052,441554491,3,2019-07-29 00:00:00,18
2543,433190392,1,2019-07-29 00:00:00,34
2559,445532495,1,2019-07-29 00:00:00,39
3164,438417995,1,2019-07-29 00:00:00,14
3206,457356491,3,2019-07-29 00:00:00,6
2715,440425490,3,2019-07-29 00:00:00,18
3168,445377792,3,2019-07-29 00:00:00,12
3045,omejenes,3,2019-07-29 00:00:00,28
3190,437724399,3,2019-07-29 00:00:00,6
2560,442590598,1,2019-07-29 00:00:00,21
3161,438503098,3,2019-07-29 00:00:00,4
3174,443290896,3,2019-07-29 00:00:00,12
3203,433948090,3,2019-07-29 00:00:00,16
2144,432006092,3,2019-07-26 00:00:00,7
2189,458003793,3,2019-07-26 00:00:00,26
1646,456686993,3,2019-07-26 00:00:00,6
2141,433054398,3,2019-07-26 00:00:00,6
2454,433117791,3,2019-07-28 00:00:00,3
1622,432457099,3,2019-07-26 00:00:00,8
1623,433192999,3,2019-07-26 00:00:00,22
1633,433937196,3,2019-07-26 00:00:00,8
1652,455035891,3,2019-07-26 00:00:00,7
2228,439989394,1,2019-07-26 00:00:00,21
1644,434967891,3,2019-07-26 00:00:00,7
2231,439854197,1,2019-07-26 00:00:00,20
1632,445376091,3,2019-07-26 00:00:00,10
2143,433223791,3,2019-07-26 00:00:00,7
2198,431934394,1,2019-07-26 00:00:00,22
1621,435038490,3,2019-07-26 00:00:00,33
1625,434969991,3,2019-07-26 00:00:00,26
1630,433761992,3,2019-07-26 00:00:00,25
1620,435544196,3,2019-07-26 00:00:00,26
1587,432923292,3,2019-07-26 00:00:00,21
1628,436575095,3,2019-07-26 00:00:00,24
1619,433833199,3,2019-07-26 00:00:00,7
1631,matetest,1,2019-07-26 00:00:00,3
2232,439043896,3,2019-07-26 00:00:00,16
2060,442633691,3,2019-07-26 00:00:00,3
2057,446114596,3,2019-07-26 00:00:00,12
2476,432007596,1,2019-07-28 00:00:00,17
2570,445252196,3,2019-07-29 00:00:00,36
2184,431950193,1,2019-07-26 00:00:00,15
2666,434508994,1,2019-07-29 00:00:00,11
2561,432722696,3,2019-07-29 00:00:00,26
2233,446753891,1,2019-07-26 00:00:00,23
2569,432410993,1,2019-07-29 00:00:00,70
2125,443380791,3,2019-07-26 00:00:00,5
2121,433449997,3,2019-07-26 00:00:00,5
2126,442616990,3,2019-07-26 00:00:00,5
2116,441429299,3,2019-07-26 00:00:00,5
2132,431947590,3,2019-07-26 00:00:00,5
2124,432528391,3,2019-07-26 00:00:00,5
2128,442645195,3,2019-07-26 00:00:00,5
2223,457406993,3,2019-07-26 00:00:00,23
2133,432878094,3,2019-07-26 00:00:00,5
2061,oleandroeee,1,2019-07-26 00:00:00,83
2135,440805392,3,2019-07-26 00:00:00,5
2669,432238295,1,2019-07-29 00:00:00,9
2117,449383592,3,2019-07-26 00:00:00,5
2188,448436393,3,2019-07-26 00:00:00,23
1634,433007494,3,2019-07-26 00:00:00,5
2056,431948696,3,2019-07-26 00:00:00,18
2670,440025293,1,2019-07-29 00:00:00,10
2662,433775798,1,2019-07-29 00:00:00,10
2062,432533595,1,2019-07-26 00:00:00,34
2196,439968897,3,2019-07-26 00:00:00,19
2352,433150497,3,2019-07-27 00:00:00,27
2344,437352991,3,2019-07-27 00:00:00,7
2265,440463390,3,2019-07-26 00:00:00,2
2478,433104391,3,2019-07-28 00:00:00,10
2459,433816895,3,2019-07-28 00:00:00,6
2348,432526293,3,2019-07-27 00:00:00,4
2665,454480595,1,2019-07-29 00:00:00,10
2345,435079592,1,2019-07-27 00:00:00,13
2480,nmateo,1,2019-07-28 00:00:00,8
2355,447203495,3,2019-07-27 00:00:00,9
2346,432033296,3,2019-07-27 00:00:00,17
2222,432573693,1,2019-07-26 00:00:00,16
2357,438396495,3,2019-07-27 00:00:00,6
2058,438268999,1,2019-07-26 00:00:00,26
2347,432354490,3,2019-07-27 00:00:00,11
1650,433216598,3,2019-07-26 00:00:00,23
2177,434738693,1,2019-07-26 00:00:00,20
2479,rcasas,3,2019-07-28 00:00:00,4
2365,435079592,1,2019-07-28 00:00:00,6
2667,433025790,1,2019-07-29 00:00:00,10
2482,435816591,3,2019-07-28 00:00:00,5
2586,439648497,3,2019-07-29 00:00:00,10
2837,457973498,3,2019-07-29 00:00:00,13
2564,456630196,1,2019-07-29 00:00:00,23
2676,441553599,1,2019-07-29 00:00:00,9
2563,435038490,3,2019-07-29 00:00:00,34
2464,447709293,1,2019-07-28 00:00:00,12
2453,432451095,3,2019-07-28 00:00:00,21
2470,432301995,3,2019-07-28 00:00:00,6
4564,437002496,3,2019-07-31 00:00:00,6
2580,436540599,3,2019-07-29 00:00:00,22
2835,440628992,3,2019-07-29 00:00:00,3
2723,437741898,3,2019-07-29 00:00:00,5
2841,433159390,3,2019-07-29 00:00:00,10
2854,432925490,3,2019-07-29 00:00:00,10
2663,434959395,3,2019-07-29 00:00:00,34
2803,433252794,3,2019-07-29 00:00:00,33
2889,439967498,3,2019-07-29 00:00:00,3
2801,439694699,3,2019-07-29 00:00:00,7
2856,431951398,3,2019-07-29 00:00:00,10
2796,436799793,3,2019-07-29 00:00:00,25
2847,456712390,3,2019-07-29 00:00:00,2
2689,442854597,1,2019-07-29 00:00:00,17
2865,433887492,3,2019-07-29 00:00:00,8
2785,458004591,3,2019-07-29 00:00:00,26
2797,432731497,3,2019-07-29 00:00:00,9
2800,445365897,3,2019-07-29 00:00:00,22
2788,446476294,3,2019-07-29 00:00:00,28
2882,433030993,3,2019-07-29 00:00:00,10
2817,435737091,3,2019-07-29 00:00:00,7
2807,433011891,3,2019-07-29 00:00:00,13
2808,432438297,3,2019-07-29 00:00:00,10
2763,432018890,3,2019-07-29 00:00:00,8
2926,447679593,3,2019-07-29 00:00:00,16
2836,432160196,3,2019-07-29 00:00:00,6
2891,458194894,3,2019-07-29 00:00:00,4
2805,431951796,3,2019-07-29 00:00:00,13
2845,435144091,1,2019-07-29 00:00:00,22
2822,439012596,1,2019-07-29 00:00:00,6
2787,454961692,1,2019-07-29 00:00:00,17
2199,456475896,1,2019-07-26 00:00:00,18
1720,437302795,3,2019-07-26 00:00:00,2
1742,nmateo,1,2019-07-26 00:00:00,13
1758,438983297,1,2019-07-26 00:00:00,7
1701,433238199,1,2019-07-26 00:00:00,2
1766,435548894,1,2019-07-26 00:00:00,30
1697,jcanul,1,2019-07-26 00:00:00,7
1729,432138292,1,2019-07-26 00:00:00,6
1733,448563495,3,2019-07-26 00:00:00,10
1658,436533496,3,2019-07-26 00:00:00,3
1739,454369791,3,2019-07-26 00:00:00,6
1695,432468393,3,2019-07-26 00:00:00,4
1689,433504296,3,2019-07-26 00:00:00,6
1693,457387690,3,2019-07-26 00:00:00,12
1714,444211598,3,2019-07-26 00:00:00,3
1656,433888292,3,2019-07-26 00:00:00,6
1715,457343199,3,2019-07-26 00:00:00,5
1667,439871497,3,2019-07-26 00:00:00,25
1746,431968797,1,2019-07-26 00:00:00,6
1659,435733490,3,2019-07-26 00:00:00,3
1718,442601391,3,2019-07-26 00:00:00,6
1668,454347899,3,2019-07-26 00:00:00,22
1709,453438093,1,2019-07-26 00:00:00,6
1751,432488495,1,2019-07-26 00:00:00,7
1734,432413599,1,2019-07-26 00:00:00,11
1732,457378390,1,2019-07-26 00:00:00,3
1699,438932999,1,2019-07-26 00:00:00,1
1762,442854597,1,2019-07-26 00:00:00,7
1671,458103496,3,2019-07-26 00:00:00,13
1653,448330592,3,2019-07-26 00:00:00,6
1707,436481590,3,2019-07-26 00:00:00,7
1662,439011896,3,2019-07-26 00:00:00,24
1719,434145991,3,2019-07-26 00:00:00,6
1670,454372092,3,2019-07-26 00:00:00,13
1674,433850597,3,2019-07-26 00:00:00,26
1712,432479797,3,2019-07-26 00:00:00,6
1694,447664292,3,2019-07-26 00:00:00,6
1730,432410993,1,2019-07-26 00:00:00,3
1684,454997392,1,2019-07-26 00:00:00,11
1605,449575393,3,2019-07-26 00:00:00,14
1672,458032095,3,2019-07-26 00:00:00,9
1724,432931094,1,2019-07-26 00:00:00,5
1764,432444090,1,2019-07-26 00:00:00,7
1713,440174292,3,2019-07-26 00:00:00,6
1679,445252196,3,2019-07-26 00:00:00,27
1696,447709293,1,2019-07-26 00:00:00,8
1687,452342791,3,2019-07-26 00:00:00,8
1686,442802398,3,2019-07-26 00:00:00,4
1645,457428794,3,2019-07-26 00:00:00,7
1723,436540599,3,2019-07-26 00:00:00,4
1598,432754090,3,2019-07-26 00:00:00,21
1677,454868790,3,2019-07-26 00:00:00,25
1673,433154090,3,2019-07-26 00:00:00,7
1731,452018298,3,2019-07-26 00:00:00,6
1654,440425490,3,2019-07-26 00:00:00,5
1698,439758898,3,2019-07-26 00:00:00,7
1703,447119097,3,2019-07-26 00:00:00,7
1702,433248891,3,2019-07-26 00:00:00,8
1649,439080498,3,2019-07-26 00:00:00,5
1678,447127997,3,2019-07-26 00:00:00,13
1752,437795499,1,2019-07-26 00:00:00,7
1660,457350791,3,2019-07-26 00:00:00,4
1727,435079592,1,2019-07-26 00:00:00,3
1675,lfarinas,3,2019-07-26 00:00:00,6
1705,433152494,3,2019-07-26 00:00:00,7
1688,omejenes,3,2019-07-26 00:00:00,30
1708,457934697,3,2019-07-26 00:00:00,12
1661,433832493,3,2019-07-26 00:00:00,24
1725,439873699,1,2019-07-26 00:00:00,6
1669,432371494,3,2019-07-26 00:00:00,23
1716,434456995,3,2019-07-26 00:00:00,6
1704,442805897,3,2019-07-26 00:00:00,8
1763,456663090,1,2019-07-26 00:00:00,5
1736,445532495,1,2019-07-26 00:00:00,5
1740,439469798,3,2019-07-26 00:00:00,6
1741,434577191,3,2019-07-26 00:00:00,9
1685,433255095,1,2019-07-26 00:00:00,6
1728,442023497,3,2019-07-26 00:00:00,6
1680,436327190,3,2019-07-26 00:00:00,14
1665,432323091,3,2019-07-26 00:00:00,26
2070,433143792,3,2019-07-26 00:00:00,14
1681,439817395,1,2019-07-26 00:00:00,26
1710,433200698,3,2019-07-26 00:00:00,6
1754,454805197,1,2019-07-26 00:00:00,6
1722,433165697,3,2019-07-26 00:00:00,7
1747,457922899,1,2019-07-26 00:00:00,6
1745,432506992,1,2019-07-26 00:00:00,5
1748,433025790,1,2019-07-26 00:00:00,7
1753,457913491,1,2019-07-26 00:00:00,6
2123,433254598,3,2019-07-26 00:00:00,5
1750,454338199,1,2019-07-26 00:00:00,6
1749,433613893,1,2019-07-26 00:00:00,7
1666,432722696,3,2019-07-26 00:00:00,26
1761,453805193,1,2019-07-26 00:00:00,7
1743,433775798,1,2019-07-26 00:00:00,16
1756,432067393,1,2019-07-26 00:00:00,7
1657,matetest1,1,2019-07-26 00:00:00,2
1717,442134292,3,2019-07-26 00:00:00,7
1726,432285790,3,2019-07-26 00:00:00,6
1744,441553599,1,2019-07-26 00:00:00,7
1682,433190392,1,2019-07-26 00:00:00,13
1664,432853296,3,2019-07-26 00:00:00,28
1755,439876492,1,2019-07-26 00:00:00,7
1690,441556494,1,2019-07-26 00:00:00,10
1735,456630196,1,2019-07-26 00:00:00,4
1676,440438199,3,2019-07-26 00:00:00,13
1759,432238295,1,2019-07-26 00:00:00,7
1706,436613091,3,2019-07-26 00:00:00,7
1757,458090798,1,2019-07-26 00:00:00,3
1700,432929393,3,2019-07-26 00:00:00,7
1721,438533591,3,2019-07-26 00:00:00,6
1760,433146691,1,2019-07-26 00:00:00,7
1663,445481097,3,2019-07-26 00:00:00,13
1737,438396495,3,2019-07-26 00:00:00,17
1765,434067893,1,2019-07-26 00:00:00,7
2178,435627898,3,2019-07-26 00:00:00,12
2139,434118599,3,2019-07-26 00:00:00,5
2140,439701899,3,2019-07-26 00:00:00,5
2138,455707898,3,2019-07-26 00:00:00,5
2136,432026895,3,2019-07-26 00:00:00,5
2099,457334898,1,2019-07-26 00:00:00,19
2127,433540397,3,2019-07-26 00:00:00,5
2069,441798897,3,2019-07-26 00:00:00,19
2129,432910398,3,2019-07-26 00:00:00,5
2131,441466290,3,2019-07-26 00:00:00,4
2466,432868092,1,2019-07-28 00:00:00,7
2137,441554491,3,2019-07-26 00:00:00,1
4562,439729590,3,2019-07-31 00:00:00,2
2067,433051792,3,2019-07-26 00:00:00,11
2267,432124796,1,2019-07-27 00:00:00,12
2063,437369597,1,2019-07-26 00:00:00,15
2360,432931094,1,2019-07-28 00:00:00,19
2351,432199297,3,2019-07-27 00:00:00,3
2272,431954293,3,2019-07-27 00:00:00,21
2366,434959395,3,2019-07-28 00:00:00,38
3079,433449997,3,2019-07-29 00:00:00,6
3196,436868591,3,2019-07-29 00:00:00,7
2079,436654394,3,2019-07-26 00:00:00,16
2362,447203495,3,2019-07-28 00:00:00,5
2354,438464090,3,2019-07-27 00:00:00,1
2364,442654599,3,2019-07-28 00:00:00,33
2089,458102399,1,2019-07-26 00:00:00,13
2093,442200999,3,2019-07-26 00:00:00,19
2073,432304496,3,2019-07-26 00:00:00,19
2087,432043396,3,2019-07-26 00:00:00,16
2083,433004598,3,2019-07-26 00:00:00,15
2074,433792099,3,2019-07-26 00:00:00,15
2085,433150599,3,2019-07-26 00:00:00,13
2090,445262396,3,2019-07-26 00:00:00,13
2082,447194593,3,2019-07-26 00:00:00,14
2088,439938599,3,2019-07-26 00:00:00,18
2086,439951693,3,2019-07-26 00:00:00,16
2072,432454494,3,2019-07-26 00:00:00,15
2064,438991291,3,2019-07-26 00:00:00,14
2092,448430796,3,2019-07-26 00:00:00,11
2066,435222690,3,2019-07-26 00:00:00,19
2071,445581791,3,2019-07-26 00:00:00,18
2068,445579495,3,2019-07-26 00:00:00,19
2350,456539896,3,2019-07-27 00:00:00,4
2075,434476195,3,2019-07-26 00:00:00,15
2221,457389491,3,2019-07-26 00:00:00,19
2207,456707893,3,2019-07-26 00:00:00,17
2065,439913693,3,2019-07-26 00:00:00,12
2353,455861894,3,2019-07-27 00:00:00,7
2229,437554595,1,2019-07-26 00:00:00,17
2591,437320697,3,2019-07-29 00:00:00,6
2208,443290896,3,2019-07-26 00:00:00,15
2213,457380896,1,2019-07-26 00:00:00,18
2356,434130093,3,2019-07-27 00:00:00,5
2206,454873899,3,2019-07-26 00:00:00,21
2217,456461294,3,2019-07-26 00:00:00,19
2220,439833091,3,2019-07-26 00:00:00,20
2226,440721392,1,2019-07-26 00:00:00,9
2191,432808591,3,2019-07-26 00:00:00,22
2047,435121297,3,2019-07-26 00:00:00,4
2349,448439397,3,2019-07-27 00:00:00,13
2358,434959395,3,2019-07-27 00:00:00,2
2266,445591399,3,2019-07-26 00:00:00,4
2900,432485096,3,2019-07-29 00:00:00,2
2897,447331192,3,2019-07-29 00:00:00,4
2664,jcanul,1,2019-07-29 00:00:00,9
2465,432927293,3,2019-07-28 00:00:00,5
2589,432923292,3,2019-07-29 00:00:00,20
2361,438396495,3,2019-07-28 00:00:00,22
2930,453261191,3,2019-07-29 00:00:00,17
2359,434130093,3,2019-07-28 00:00:00,19
2590,433255095,1,2019-07-29 00:00:00,39
2765,457853193,3,2019-07-29 00:00:00,15
2467,433841498,1,2019-07-28 00:00:00,15
2593,432371494,3,2019-07-29 00:00:00,20
2574,437150199,3,2019-07-29 00:00:00,16
2932,436555694,3,2019-07-29 00:00:00,14
2363,456478398,1,2019-07-28 00:00:00,31
2927,453810691,3,2019-07-29 00:00:00,18
2483,433904792,3,2019-07-28 00:00:00,9
2977,437927594,3,2019-07-29 00:00:00,7
2989,456662199,3,2019-07-29 00:00:00,1
2898,432731696,3,2019-07-29 00:00:00,5
3124,438256291,3,2019-07-29 00:00:00,34
2933,433092795,3,2019-07-29 00:00:00,14
2929,439141693,3,2019-07-29 00:00:00,19
3062,434305792,3,2019-07-29 00:00:00,6
3092,432220090,3,2019-07-29 00:00:00,6
3056,438406193,3,2019-07-29 00:00:00,6
3066,444128692,3,2019-07-29 00:00:00,6
3064,432026895,3,2019-07-29 00:00:00,6
3060,442645195,3,2019-07-29 00:00:00,6
3075,439803598,3,2019-07-29 00:00:00,3
3061,433021798,3,2019-07-29 00:00:00,6
3069,441466290,3,2019-07-29 00:00:00,6
3091,439701899,3,2019-07-29 00:00:00,6
3058,455707898,3,2019-07-29 00:00:00,6
3093,434118599,3,2019-07-29 00:00:00,6
3080,449383592,3,2019-07-29 00:00:00,6
2588,436409897,3,2019-07-29 00:00:00,24
3065,440805392,3,2019-07-29 00:00:00,6
3089,433196898,3,2019-07-29 00:00:00,11
2978,432525990,3,2019-07-29 00:00:00,4
2973,431939297,3,2019-07-29 00:00:00,28
3120,433101895,1,2019-07-29 00:00:00,31
3131,448436393,3,2019-07-29 00:00:00,22
2724,rcasas,3,2019-07-29 00:00:00,8
3178,432785497,1,2019-07-29 00:00:00,9
3176,432301995,3,2019-07-29 00:00:00,12
2974,432927293,3,2019-07-29 00:00:00,11
2270,435816591,3,2019-07-27 00:00:00,20
2899,433246596,3,2019-07-29 00:00:00,3
2668,432506992,1,2019-07-29 00:00:00,7
1768,jvirgen,1,2019-07-26 00:00:00,12
2271,433183997,1,2019-07-27 00:00:00,18
1738,434508994,1,2019-07-26 00:00:00,8
1767,436604399,1,2019-07-26 00:00:00,7
2181,457949092,3,2019-07-26 00:00:00,5
2179,439096099,3,2019-07-26 00:00:00,7
2268,443480595,3,2019-07-27 00:00:00,18
2369,455861894,3,2019-07-28 00:00:00,2
2804,433366395,3,2019-07-29 00:00:00,49
2269,435121297,3,2019-07-27 00:00:00,10
2474,vortega,3,2019-07-28 00:00:00,17
3210,432699093,3,2019-07-29 00:00:00,9
2992,449257695,3,2019-07-29 00:00:00,7
2374,448439397,3,2019-07-28 00:00:00,19
2094,446753699,3,2019-07-26 00:00:00,14
2578,433216598,3,2019-07-29 00:00:00,15
2076,432222496,3,2019-07-26 00:00:00,19
2113,434305792,3,2019-07-26 00:00:00,5
3095,433087296,3,2019-07-29 00:00:00,14
2096,443721291,1,2019-07-26 00:00:00,10
2725,438526799,1,2019-07-29 00:00:00,21
2469,433761992,3,2019-07-28 00:00:00,5
2481,437581199,3,2019-07-28 00:00:00,5
2367,433183997,1,2019-07-28 00:00:00,12
2375,433223791,3,2019-07-28 00:00:00,9
3130,445312993,1,2019-07-29 00:00:00,23
2468,432824395,3,2019-07-28 00:00:00,6
3098,442633691,3,2019-07-29 00:00:00,18
2484,433255095,1,2019-07-28 00:00:00,12
3177,449349099,1,2019-07-29 00:00:00,17
2235,447408299,1,2019-07-26 00:00:00,18
2473,433149599,3,2019-07-28 00:00:00,5
2475,439758898,3,2019-07-28 00:00:00,2
2234,449349099,1,2019-07-26 00:00:00,18
2239,439914199,1,2019-07-26 00:00:00,13
2238,433163895,1,2019-07-26 00:00:00,14
1577,435816591,3,2019-07-26 00:00:00,18
2954,433055795,1,2019-07-29 00:00:00,19
2373,433011891,3,2019-07-28 00:00:00,26
2477,446881293,1,2019-07-28 00:00:00,6
2931,455452896,3,2019-07-29 00:00:00,20
3099,432523899,3,2019-07-29 00:00:00,8
2472,438287293,1,2019-07-28 00:00:00,15
2768,433262694,3,2019-07-29 00:00:00,7
2767,432262993,3,2019-07-29 00:00:00,16
2371,432409796,3,2019-07-28 00:00:00,18
2370,441501898,1,2019-07-28 00:00:00,19
2471,436416191,3,2019-07-28 00:00:00,8
3097,432395297,3,2019-07-29 00:00:00,16
3204,433142897,3,2019-07-29 00:00:00,14
2372,433321598,3,2019-07-28 00:00:00,15
3187,440463390,3,2019-07-29 00:00:00,12
2577,453438093,1,2019-07-29 00:00:00,12
2368,442247099,1,2019-07-28 00:00:00,34
2901,458102399,1,2019-07-29 00:00:00,23
3102,441506097,3,2019-07-29 00:00:00,1
2671,456663090,1,2019-07-29 00:00:00,10
2672,439876492,1,2019-07-29 00:00:00,10
2685,437795499,1,2019-07-29 00:00:00,10
2686,432067393,1,2019-07-29 00:00:00,10
2934,433024495,3,2019-07-29 00:00:00,15
3100,432891692,3,2019-07-29 00:00:00,3
2946,447219591,3,2019-07-29 00:00:00,19
3242,437369597,1,2019-07-30 00:00:00,25
3275,445293693,3,2019-07-30 00:00:00,26
2902,446372095,1,2019-07-29 00:00:00,22
2975,445223696,3,2019-07-29 00:00:00,11
2955,456524298,3,2019-07-29 00:00:00,18
3128,432821392,1,2019-07-29 00:00:00,21
3121,432871199,3,2019-07-29 00:00:00,19
3231,448423790,1,2019-07-30 00:00:00,12
3126,439987294,3,2019-07-29 00:00:00,11
3229,432998994,3,2019-07-30 00:00:00,29
3354,432238295,1,2019-07-30 00:00:00,5
3334,454982990,3,2019-07-30 00:00:00,24
3327,439758898,3,2019-07-30 00:00:00,7
3125,445322494,3,2019-07-29 00:00:00,25
2993,435656193,1,2019-07-29 00:00:00,17
3127,432998994,3,2019-07-29 00:00:00,27
3096,443403696,1,2019-07-29 00:00:00,5
3234,457420799,1,2019-07-30 00:00:00,30
3319,454868790,3,2019-07-30 00:00:00,17
3227,450310892,1,2019-07-30 00:00:00,12
4663,432457099,3,2019-07-31 00:00:00,2
3244,434515897,1,2019-07-30 00:00:00,29
3228,432527091,1,2019-07-30 00:00:00,18
3391,447664292,3,2019-07-30 00:00:00,6
3349,454338199,1,2019-07-30 00:00:00,5
3360,431968797,1,2019-07-30 00:00:00,5
3224,433937196,3,2019-07-30 00:00:00,10
3339,432929393,3,2019-07-30 00:00:00,5
3274,435668199,3,2019-07-30 00:00:00,38
3263,441556494,1,2019-07-30 00:00:00,19
3309,448563495,3,2019-07-30 00:00:00,6
3330,445376996,3,2019-07-30 00:00:00,7
3267,432853296,3,2019-07-30 00:00:00,19
3288,432323091,3,2019-07-30 00:00:00,14
3316,432371494,3,2019-07-30 00:00:00,10
3365,436631591,3,2019-07-30 00:00:00,13
3225,445591399,3,2019-07-30 00:00:00,20
3312,458103496,3,2019-07-30 00:00:00,32
3341,440025293,1,2019-07-30 00:00:00,8
3340,433613893,1,2019-07-30 00:00:00,7
3282,448809090,3,2019-07-30 00:00:00,10
3387,433833199,3,2019-07-30 00:00:00,5
3342,437795499,1,2019-07-30 00:00:00,5
3230,457334898,1,2019-07-30 00:00:00,26
3223,433183997,1,2019-07-30 00:00:00,17
3364,457417790,3,2019-07-30 00:00:00,24
3278,437150199,3,2019-07-30 00:00:00,36
1787,442818197,3,2019-07-26 00:00:00,11
1875,432408595,3,2019-07-26 00:00:00,10
1860,442813191,3,2019-07-26 00:00:00,6
1772,435144091,1,2019-07-26 00:00:00,6
1782,433255198,3,2019-07-26 00:00:00,9
1777,458094695,3,2019-07-26 00:00:00,12
1683,439828694,3,2019-07-26 00:00:00,21
1770,440649597,1,2019-07-26 00:00:00,4
1692,433046297,1,2019-07-26 00:00:00,37
1819,447661795,3,2019-07-26 00:00:00,9
1769,lramirez,1,2019-07-26 00:00:00,12
1817,432233195,3,2019-07-26 00:00:00,7
1791,436429191,3,2019-07-26 00:00:00,13
1803,432533697,3,2019-07-26 00:00:00,8
1849,436552796,3,2019-07-26 00:00:00,13
1811,439855893,3,2019-07-26 00:00:00,8
1851,431935697,3,2019-07-26 00:00:00,16
1837,439107597,3,2019-07-26 00:00:00,8
1847,432485096,3,2019-07-26 00:00:00,14
1781,437440896,3,2019-07-26 00:00:00,16
1868,435177593,3,2019-07-26 00:00:00,7
1780,432438297,3,2019-07-26 00:00:00,11
1863,447704897,1,2019-07-26 00:00:00,12
1810,435134998,3,2019-07-26 00:00:00,8
1807,436431994,3,2019-07-26 00:00:00,8
1836,458185395,3,2019-07-26 00:00:00,8
1798,432498193,3,2019-07-26 00:00:00,8
1808,432477690,3,2019-07-26 00:00:00,8
1774,439903891,1,2019-07-26 00:00:00,23
1833,433017793,1,2019-07-26 00:00:00,16
1823,432169496,3,2019-07-26 00:00:00,7
1795,433879995,3,2019-07-26 00:00:00,9
1790,446511791,3,2019-07-26 00:00:00,8
1826,446881293,1,2019-07-26 00:00:00,24
1834,457426499,3,2019-07-26 00:00:00,8
1888,433254393,3,2019-07-26 00:00:00,4
1866,436676995,3,2019-07-26 00:00:00,5
1846,433139992,3,2019-07-26 00:00:00,11
1775,454757895,3,2019-07-26 00:00:00,12
1805,439766792,3,2019-07-26 00:00:00,8
1830,439875090,1,2019-07-26 00:00:00,1
1872,433849891,3,2019-07-26 00:00:00,8
1784,445264999,1,2019-07-26 00:00:00,21
