Actividades.id,Actividades.nombre,Actividades.tipo,Actividades.prioridad,Actividades.idSeccion,Actividades.fechaListo,Actividades.idAct
863,Factorización general 2,ejercicio,9,120,2018-07-24 13:33:39,524
864,Factorización general 3,ejercicio,10,120,2018-07-24 13:34:14,525
868,Definición,notas,1,123,2018-07-24 18:33:01,294
869,Identifica funciones lineales,ejercicio,2,123,2018-07-24 18:38:03,528
1000,Altura de una capa de nubes,notas,6,142,2018-07-26 13:56:31,321
764,Ejemplos Caso 2 (LLA),notas,5,15,2018-07-23 17:50:53,278
975,Máximo común divisor,ejercicio,1,141,2018-07-26 11:23:04,599
965,Multiplica polinomios,ejercicio,4,133,2018-07-26 04:51:50,592
964,División de polinomios,video,5,133,2018-07-26 04:49:38,50
966,Divide polinomios,ejercicio,6,133,2018-07-26 04:53:03,593
1007,Máximo común divisor,ejercicio,1,143,2018-07-26 15:21:57,622
90,Valor del Coseno,ejercicio,6,5,2018-06-28 19:16:04,73
92,Valor Tangente,ejercicio,7,5,2018-06-28 21:07:57,19
981,Números primos,ejercicio,3,141,2018-07-26 11:44:38,603
996,Ecuación lineal,ejercicio,5,141,2018-07-26 13:21:42,615
998,Producto notable 1,ejercicio,9,141,2018-07-26 13:24:58,617
970,Recta dado Punto y Corte,ejercicio,2,136,2018-07-26 09:56:27,595
1010,Sucesión aritmética,ejercicio,2,143,2018-07-26 15:27:35,625
1020,Función lineal 2,ejercicio,9,143,2018-07-26 19:10:41,635
1012,Sucesión geométrica,ejercicio,3,143,2018-07-26 15:37:38,627
972,Recta dados Punto y Pendiente,ejercicio,3,136,2018-07-26 10:24:02,596
1011,Paralela por un Punto,ejercicio,6,136,2018-07-26 15:30:10,626
1002,Perpendicular a un Lado de un Triángulo,ejercicio,9,136,2018-07-26 14:00:58,618
1009,Perpendicular a una Recta y Mínima Distancia,ejercicio,10,136,2018-07-26 15:25:26,624
994,Producto notable 2,ejercicio,10,141,2018-07-26 12:43:21,613
1022,Circunferencia dados Centro y Punto,ejercicio,1,144,2018-07-27 09:45:34,638
1025,Recta Tangente en un Punto,ejercicio,4,144,2018-07-27 10:59:57,641
1027,Circunferencia dados Centro y Tangente,ejercicio,5,144,2018-07-27 12:05:33,642
919,Ubica a Gabriel y su Motocicleta,ejercicio,10,130,2018-07-25 12:48:36,559
902,Trinomios cuadrados,ejercicio,14,126,2018-07-25 08:53:12,551
918,Continuación Caso 2 (LLA),notas,6,15,2018-07-25 12:48:07,311
934,Ancho del rio,ejercicio,13,15,2018-07-25 13:40:02,573
1140,Poliedros,notas,1,153,2018-07-31 10:54:37,345
758,Trinomios cuadrados perfectos,notas,1,109,2018-07-23 12:43:29,275
925,Sistema de ecuaciones 6,ejercicio,6,131,2018-07-25 13:06:42,565
927,Problema 1,ejercicio,8,131,2018-07-25 13:09:25,567
929,Problema 3,ejercicio,10,131,2018-07-25 13:11:13,569
95,Introducción a la Ley del Seno,video,3,15,2018-06-28 23:23:39,13
765,Máximo común divisor de monomios,ejercicio,1,110,2018-07-23 19:06:25,450
510,Encuentra Ordenada de un Punto,notas,8,8,2018-07-16 14:13:51,170
130,Problemas de aplicación,notas,11,15,2018-07-02 17:50:55,39
43,Corte entre Perpendiculares,ejercicio,14,14,2018-06-24 10:53:39,52
771,Monomio común,ejercicio,2,110,2018-07-23 19:30:38,456
770,Binomios con término común 1,ejercicio,3,110,2018-07-23 19:26:24,455
772,Binomios con término común 2,ejercicio,4,110,2018-07-23 19:32:49,457
987,Notas importantes,notas,1,142,2018-07-26 12:23:04,318
774,Binomio conjugado,ejercicio,5,110,2018-07-23 19:52:55,459
540,Recta Perpendicular a otra,notas,15,14,2018-07-17 00:50:34,200
44,Recta Perpendicular a otra,ejercicio,16,14,2018-06-21 20:13:58,42
1003,Factorización,ejercicio,11,141,2018-07-26 14:43:46,619
944,Grado de polinomio,ejercicio,1,134,2018-07-25 20:07:32,580
945,Grado de polinomio 2,ejercicio,2,134,2018-07-25 20:08:46,581
953,Recta dados Cortes con los Ejes,ejercicio,1,136,2018-07-25 22:45:42,588
818,Ejemplo de monomio multiplicado por binomio,video,1,118,2018-07-24 05:46:46,43
817,Producto de monomio y polinomio 1,ejercicio,2,118,2018-07-24 05:30:23,489
819,Binomios con término común,ejercicio,7,118,2018-07-24 05:50:58,490
831,Trinomios al cuadrado,notas,1,119,2018-07-24 08:49:16,290
32,Ubica la Ave,ejercicio,11,8,2018-06-19 07:19:04,75
837,Factoriza en trinomio al cuadrado,ejercicio,2,119,2018-07-24 11:05:52,501
1137,Pirámides,notas,13,153,2018-07-31 10:40:40,352
967,Test,notas,1,139,2018-07-26 07:43:43,316
1168,Número de caras de una pirámide,notas,14,153,2018-08-01 22:51:56,353
980,Perpendicular a Recta dado un Punto,ejercicio,4,136,2018-07-26 11:33:40,602
982,Área  Terreno,ejercicio,5,136,2018-07-26 11:57:47,604
882,Problema de interés simple,ejercicio,3,124,2018-07-25 03:18:33,531
880,Depreciación lineal,notas,4,124,2018-07-25 02:54:57,302
988,Paralela por un Punto,ejercicio,7,136,2018-07-26 12:27:39,608
883,Problema de depreciación lineal,ejercicio,5,124,2018-07-25 03:34:20,532
881,Escalas de temperatura,notas,6,124,2018-07-25 02:55:13,303
886,Evalúa una función lineal,ejercicio,2,125,2018-07-25 04:13:38,535
904,Definición,notas,1,127,2018-07-25 10:15:07,304
911,Introducción,notas,1,129,2018-07-25 11:25:56,308
914,Problema 2,notas,3,129,2018-07-25 12:21:03,310
978,Convierte de radianes a grados,ejercicio,2,140,2018-07-26 11:33:09,601
1028,Encuentra el Valor de k,ejercicio,6,144,2018-07-27 21:24:04,643
1208,Paralela por un Punto,ejercicio,4,157,2018-08-03 11:24:25,773
995,Recta Perpendicular a otra,ejercicio,8,136,2018-07-26 13:10:16,614
1029,Ejemplo factorización de monomio por polinomio,video,1,126,2018-07-28 07:26:12,51
1013,Proporciones,ejercicio,4,143,2018-07-26 15:45:04,628
1014,Ecuación lineal,ejercicio,5,143,2018-07-26 15:53:36,629
1279,Resnick02.07-026,ejercicio,4,181,2019-03-15 21:09:33,827
1015,Producto notable,ejercicio,6,143,2018-07-26 18:31:05,630
1017,Factorización,ejercicio,7,143,2018-07-26 18:51:08,632
1030,Ejemplo de factorización de diferencia de cuadrados,video,3,126,2018-07-28 07:44:17,52
1019,Función lineal 1,ejercicio,8,143,2018-07-26 19:02:28,634
1021,Sistema de ecuaciones,ejercicio,10,143,2018-07-26 19:21:30,636
1004,Álgebra de polinomios,ejercicio,12,141,2018-07-26 14:45:02,637
976,Sucesión 1,ejercicio,2,141,2018-07-26 11:26:56,600
985,Sucesión 2,ejercicio,4,141,2018-07-26 12:18:49,607
989,Desigualdad,ejercicio,6,141,2018-07-26 12:33:45,609
997,Números complejos,ejercicio,7,141,2018-07-26 13:23:58,616
992,Ecuación cuadrática,ejercicio,8,141,2018-07-26 12:36:46,611
1050,Introducción,notas,1,146,2018-07-28 18:28:50,323
991,Altura de un árbol,notas,2,142,2018-07-26 12:36:18,319
999,Altura de una astabandera,notas,3,142,2018-07-26 13:29:19,320
986,Ángulo formado por una escalera,notas,4,142,2018-07-26 12:19:39,317
1024,Encuentra Centro y Radio dada Ecuación,ejercicio,2,144,2018-07-27 10:31:18,640
1023,Circunferencias Tangentes a los Ejes,ejercicio,3,144,2018-07-27 10:01:45,639
528,Ordenada de un Punto,notas,3,8,2018-07-16 23:42:08,188
39,Área de un Triángulo,ejercicio,7,8,2018-06-22 08:46:12,70
512,¿Dónde está Isabel?,notas,12,8,2018-07-16 14:18:47,172
36,¿Dónde está Isabel?,ejercicio,13,8,2018-06-19 12:16:09,76
508,Longitud de una Cerca,notas,4,8,2018-07-16 14:01:04,168
24, Longitud de una Cerca,ejercicio,5,8,2018-06-19 00:25:17,67
509,Área de un Triángulo,notas,6,8,2018-07-16 14:06:29,169
1065,Clasificación basada en ángulos,notas,3,146,2018-07-29 10:18:57,326
1054,Longitud de la cuerda,ejercicio,7,140,2018-07-28 19:06:49,658
1057,Clasificación basada en sus lados,notas,2,146,2018-07-29 05:31:46,324
1059,Altura del globo,ejercicio,9,140,2018-07-29 07:06:14,660
1051,Valor de la Secante,ejercicio,3,140,2018-07-28 18:31:27,656
1053,Valor de la Cosecante,ejercicio,4,140,2018-07-28 18:51:23,657
1066,Teorema de Pitágoras,notas,4,146,2018-07-29 10:57:48,327
937,Área Triángulo Rectángulo,ejercicio,3,130,2018-07-25 14:41:25,575
936,Extremo dado Punto Medio,ejercicio,7,130,2018-07-25 14:28:33,574
1103,Definición,notas,1,148,2018-07-30 03:03:18,334
30,Encuentra Abscisa de un Punto,ejercicio,9,8,2018-06-19 00:25:33,72
1089,Identidad trigonométrica II,ejercicio,3,151,2018-07-29 18:31:37,682
1101,Ecuación trigonométrica I,ejercicio,8,151,2018-07-29 19:23:46,693
1076,Determina la longitud de un cateto,ejercicio,6,146,2018-07-29 13:22:34,671
1075,Formulas de ángulos dobles y semiángulos,notas,18,12,2018-07-29 13:14:30,330
1056,Altura del edificio,ejercicio,8,140,2018-07-28 19:22:55,659
1062,Longitud de la astabandera,ejercicio,10,140,2018-07-29 07:47:21,663
1170,Número de aristas de una pirámide,notas,16,153,2018-08-01 23:06:20,354
1060,Valor de la Cotangente,ejercicio,5,140,2018-07-29 07:24:17,661
1061,Valor del Coseno,ejercicio,6,140,2018-07-29 07:34:51,662
1032,Ejemplo de factorización de trinomio cuadrado perfecto,video,7,126,2018-07-28 08:23:17,54
1033,Ejemplo de factorización en binomios al cubo,video,9,126,2018-07-28 08:57:36,55
1036,Ejemplo de factorización de diferencia de cubos,video,11,126,2018-07-28 09:21:01,56
903,Factorización general,ejercicio,15,126,2018-07-25 09:06:12,552
1038,Ejemplo de factorización en trinomio cuadrado,video,13,126,2018-07-28 09:48:46,57
572,"Parábola con Vértice en (0,0)",notas,5,19,2018-07-17 10:05:07,217
573,"Parábola con Vértice en (h,k)",notas,8,19,2018-07-17 10:07:54,218
574,"Parábola dado un Punto, Vértice y Abertura",notas,11,19,2018-07-17 10:11:13,219
142,"1. Parábola dado un Punto, Vértice y Abertura",ejercicio,12,19,2018-07-03 11:20:10,103
575,Parábola dados Vértice y Directriz,notas,14,19,2018-07-17 10:14:07,220
143,1. Parábola dados Vértice y Directriz,ejercicio,15,19,2018-07-03 11:21:03,102
577,Parábola dados Tres Puntos y Eje,notas,17,19,2018-07-17 10:19:51,222
165,Parábola dados Tres Puntos y Eje,ejercicio,18,19,2018-07-04 11:22:22,118
578,Aplicación:  Radiotelescopios y Antenas Parabólicas,notas,19,19,2018-07-17 10:24:25,223
576,Ecuación General y Vértice,notas,4,19,2018-07-17 10:16:37,221
1042,Elevación de una cometa,ejercicio,5,142,2018-07-28 12:51:49,650
1073,Identidad de adición y sustracción I,ejercicio,16,12,2018-07-29 13:02:36,669
1039,Altura del edificio,ejercicio,7,142,2018-07-28 12:17:55,647
1040,Distancia de un barco,ejercicio,8,142,2018-07-28 12:32:41,648
1041,Escalera inclinada,ejercicio,9,142,2018-07-28 12:39:26,649
1044,Punto Medio entre Cortes de Recta y Parábola,ejercicio,6,145,2018-07-28 13:10:02,652
1034,Identifica los Elementos de una Parábola,ejercicio,1,145,2018-07-28 09:08:42,644
1035,"Parábola dado un Punto, Vértice y Abertura",ejercicio,2,145,2018-07-28 09:16:34,645
1037,Parábola dados Vértice y Directriz,ejercicio,3,145,2018-07-28 09:38:16,646
1077,Perímetro,notas,7,146,2018-07-29 16:37:16,331
1045,Encuentra el Valor de k,ejercicio,5,145,2018-07-28 16:11:39,653
1046,Antena Parabólica,ejercicio,4,145,2018-07-28 16:47:31,654
1212,Elementos de una Parábola,ejercicio,7,157,2018-08-03 11:59:28,777
1227,Introducción,notas,1,158,2018-08-15 12:09:16,363
1079,Ángulos dobles,ejercicio,19,12,2018-07-29 17:04:20,673
1228,Regresión y clasificación,notas,4,158,2018-08-15 17:24:22,364
1102,Ecuación trigonométrica II,ejercicio,9,151,2018-07-29 19:32:09,694
1064,Simplificación de expresiones trigonométricas,notas,2,12,2018-07-29 08:29:03,325
47,Simplifica la expresión trigonométrica II,ejercicio,4,12,2018-06-29 10:41:54,32
46,Identidad trigonométrica I,ejercicio,10,12,2018-06-29 10:34:07,28
1067,Determina la longitud de la hipotenusa,ejercicio,5,146,2018-07-29 11:30:39,665
1068,Identidad trigonométrica III,ejercicio,12,12,2018-07-29 11:36:05,666
1070,Identidad trigonométrica IV,ejercicio,13,12,2018-07-29 11:50:44,667
1071,Identidad trigonométrica V,ejercicio,14,12,2018-07-29 12:13:03,668
1072,Formulas de adición y sustracción,notas,15,12,2018-07-29 12:20:58,329
1083,Evalúa el perímetro,ejercicio,8,146,2018-07-29 17:31:47,677
1081,Semiángulo I,ejercicio,20,12,2018-07-29 17:19:02,675
1084,Semiángulo II,ejercicio,21,12,2018-07-29 17:41:17,678
1085,Área,notas,9,146,2018-07-29 17:45:23,332
939,Extremo dada Razón,ejercicio,8,130,2018-07-25 15:33:46,577
1086,Simplificación de una expresión trigonométrica,ejercicio,1,151,2018-07-29 18:21:41,679
1087,Identidad trigonométrica I,ejercicio,2,151,2018-07-29 18:26:38,680
1093,Evalúa área,ejercicio,10,146,2018-07-29 18:38:44,686
1095,Formula de adición,ejercicio,4,151,2018-07-29 18:43:58,687
1094,Fórmula de Herón,notas,11,146,2018-07-29 18:41:21,333
1096,Formula de sustracción,ejercicio,5,151,2018-07-29 18:53:27,688
1097,Ángulos dobles,ejercicio,6,151,2018-07-29 19:01:26,689
1106,Área,notas,4,148,2018-07-30 03:44:04,336
1099,Aplica fórmula de Herón,ejercicio,12,146,2018-07-29 19:04:16,691
1100,Semiángulo,ejercicio,7,151,2018-07-29 19:18:06,692
1113,Perímetro de una sección circular,ejercicio,8,148,2018-07-30 05:12:38,699
1104,Perímetro,notas,2,148,2018-07-30 03:27:46,335
1105,Evalúa el perímetro,ejercicio,3,148,2018-07-30 03:38:22,695
1108,Evalúa el área,ejercicio,5,148,2018-07-30 03:53:42,697
1109,Sección circular,notas,6,148,2018-07-30 03:57:46,337
1115,Definición,notas,1,150,2018-07-30 05:19:18,340
1114,Área de una sección circular,ejercicio,10,148,2018-07-30 05:16:25,700
1116,Perímetro,notas,2,150,2018-07-30 05:52:28,341
1110,Ejemplo: perímetro sección circular,notas,7,148,2018-07-30 04:43:15,338
1111,Ejemplo: área sección circular,notas,9,148,2018-07-30 04:43:35,339
1117,Evalúa perímetro de un polígono regular,ejercicio,3,150,2018-07-30 06:10:36,701
1118,Área,notas,4,150,2018-07-30 06:15:08,342
1119,Evalúa el área de un polígono regular,ejercicio,5,150,2018-07-30 06:28:33,702
1120,Definición,notas,1,147,2018-07-30 06:32:47,343
1121,Área de un triángulo,ejercicio,1,149,2018-07-30 06:36:10,703
1043,Altura de una montaña,ejercicio,10,142,2018-07-28 12:55:21,651
1286,Resnick02.06-022c,ejercicio,16,182,2019-03-16 15:28:47,833
1287,Resnick02.06-022d,ejercicio,17,182,2019-03-16 15:37:46,834
1122,Fórmula de Herón,ejercicio,2,149,2018-07-30 06:38:09,704
1123,Hipotenusa de un triángulo rectángulo,ejercicio,3,149,2018-07-30 06:39:56,705
1124,Longitud de un cateto ,ejercicio,4,149,2018-07-30 06:42:00,706
1126,Área de un círculo,ejercicio,6,149,2018-07-30 06:45:13,708
1131,Perímetro de polígono regular,ejercicio,9,149,2018-07-30 06:49:22,712
1288,Resnick02.06-022e,ejercicio,18,182,2019-03-16 15:58:11,835
1289,Resnick02.06-022f,ejercicio,19,182,2019-03-16 16:00:43,836
1171,¿Cuántas aristas?,ejercicio,17,153,2018-08-01 23:18:13,737
1172,Vértices de una pirámide,notas,18,153,2018-08-01 23:19:42,355
1173,¿Cuántos vértices tiene?,ejercicio,19,153,2018-08-01 23:28:13,738
1181,Superficie de una pirámide,ejercicio,6,154,2018-08-02 04:57:28,747
1182,Volumen de una pirámide,ejercicio,7,154,2018-08-02 05:04:02,748
1183,Superficie de una esfera,ejercicio,8,154,2018-08-02 05:08:19,749
1184,Volumen de una esfera,ejercicio,9,154,2018-08-02 05:14:17,750
1185,Superficie de un cilindro,ejercicio,10,154,2018-08-02 05:18:02,751
1186,Volumen de un cilindro,ejercicio,11,154,2018-08-02 05:23:46,752
1290,Resnick02.06-022g,ejercicio,20,182,2019-03-16 16:09:40,837
1291,Resnick02.06-022h,ejercicio,21,182,2019-03-16 16:13:32,838
1292,Resnick02.06-022i,ejercicio,22,182,2019-03-16 16:14:42,839
1293,Resnick02.06-022j,ejercicio,23,182,2019-03-16 16:15:40,840
1294,Resnick02.06-022k,ejercicio,24,182,2019-03-16 16:17:18,841
1295,Resnick02.06-022l,ejercicio,25,182,2019-03-16 16:36:44,842
1214,Longitud de la Cuerda,ejercicio,8,157,2018-08-03 12:08:15,778
1218,Ecuación Trigonométrica,ejercicio,11,157,2018-08-03 12:30:50,782
1220,Ángulo entre Dos Cometas,ejercicio,13,157,2018-08-03 12:50:11,784
1221,Longitud de una Torre,ejercicio,14,157,2018-08-03 12:52:41,785
1296,Resnick02.06-022m,ejercicio,26,182,2019-03-16 16:39:42,843
1284,Resnick02.06-022b*,ejercicio,15,182,2019-03-16 15:19:12,832
1223,"Datos, observaciones, características y etiquetas",notas,2,158,2018-08-14 09:56:28,359
1224,Objeivo del aprendizaje estadístico,notas,3,158,2018-08-14 10:56:24,360
1399,Regresión lineal simple,notas,4,159,2019-08-19 11:32:14,372
1230,Evalúa combinación lineal,ejercicio,2,159,2018-08-16 11:43:05,786
1225,Combinación lineal,notas,1,159,2018-08-14 13:20:52,361
1231,Modelo lineal,notas,3,159,2018-08-16 12:01:50,366
1281,Resnick02.07-027b,ejercicio,6,181,2019-03-15 23:16:42,829
1280,Resnick02.07-027a,ejercicio,5,181,2019-03-15 21:30:21,828
1282,Resnick02.07-028a,ejercicio,7,181,2019-03-15 23:19:45,830
1283,Resnick02.07-028b,ejercicio,8,181,2019-03-16 00:00:17,831
1342,Resnick 02.09-045a,ejercicio,4,188,2019-04-07 18:47:19,885
1254,Resnick02.04-001,ejercicio,3,162,2019-03-05 20:07:34,806
1297,Resnick02.07-029a,ejercicio,9,181,2019-03-19 18:08:56,844
1132,Périmetro de un círculo,ejercicio,5,149,2018-07-30 06:57:02,714
1127,Perímetro de sección circular,ejercicio,7,149,2018-07-30 06:46:51,709
1128,Área de sección circular,ejercicio,8,149,2018-07-30 06:47:15,710
1130,Área polígono regular,ejercicio,10,149,2018-07-30 06:48:27,713
1298,Resnick02.07-029b,ejercicio,10,181,2019-03-19 18:21:26,845
1299,Resnick02.07-030,ejercicio,11,181,2019-03-19 18:26:43,846
1135,Valor de un ángulo I,ejercicio,9,15,2018-07-30 10:53:17,717
746,Valor de un ángulo II,ejercicio,10,15,2018-07-23 10:40:38,442
1300,Resnick02.07-031,ejercicio,12,181,2019-03-19 18:40:23,847
1302,Resnick02.05-014,ejercicio,1,184,2019-03-19 21:46:02,848
1303,Resnick02.05-015a,ejercicio,2,184,2019-03-19 22:14:20,849
1305,Resnick02.05-015c,ejercicio,3,184,2019-03-19 22:32:10,850
1138,Superficie de una pirámide,notas,20,153,2018-07-31 10:48:28,356
1306,Resnick02.05-015e   ,ejercicio,4,184,2019-03-19 22:50:46,851
1307,Resnick02.05-017a   ,ejercicio,5,184,2019-03-19 23:16:09,852
1139,Volumen de una pirámide,notas,22,153,2018-07-31 10:48:41,357
1174,Evalúa la superficie,ejercicio,21,153,2018-08-01 23:45:23,740
1175,Evalúa el volumen,ejercicio,23,153,2018-08-02 00:00:12,741
1176,¿Cuántas caras tiene?,ejercicio,1,154,2018-08-02 04:43:56,742
1177,¿Cuantas aristas tiene?,ejercicio,2,154,2018-08-02 04:45:42,743
1178,¿Cuános vértices tiene?,ejercicio,3,154,2018-08-02 04:47:09,744
1179,Superficie de un prisma,ejercicio,4,154,2018-08-02 04:48:27,745
1180,Volumen de un prisma,ejercicio,5,154,2018-08-02 04:53:13,746
1191,Área de una sección circular,ejercicio,4,155,2018-08-02 14:37:35,757
1193,Área de polígono regular,ejercicio,6,155,2018-08-02 14:39:40,759
1194,Superficie un prisma,ejercicio,7,155,2018-08-02 14:41:23,760
1195,Volumen de un prisma,ejercicio,8,155,2018-08-02 14:44:05,761
1196,Superficie de una pirámide,ejercicio,9,155,2018-08-02 14:45:58,762
1232,Cinemática de la partícula,notas,1,162,2018-09-19 10:41:24,367
1308,Resnick02.05-017b,ejercicio,6,184,2019-03-19 23:33:57,853
1343,Resnick 02.09-045b,ejercicio,5,188,2019-04-07 18:53:27,886
1309,Resnick02.05-017c,ejercicio,7,184,2019-03-19 23:40:12,854
1344,Resnick 02.09-046,ejercicio,6,188,2019-04-07 18:58:05,887
1233,Video 1,video,2,162,2018-09-19 10:59:20,58
1248,,ejercicio,1,179,2019-01-24 12:11:36,800
1310,Resnick02.05-017d,ejercicio,8,184,2019-03-19 23:46:02,855
1311,Resnick02.05-017e,ejercicio,9,184,2019-03-19 23:48:56,856
1365,Resnick 02.09-062a,ejercicio,26,188,2019-04-11 11:19:30,908
1346,Resnick 02.09-047b,ejercicio,8,188,2019-04-07 19:04:17,889
1316,Resnick02.04-003a,ejercicio,4,185,2019-03-21 00:06:53,860
1336,Resnick02.07-037,ejercicio,21,181,2019-03-23 13:16:01,879
1345,Resnick 02.09-047a,ejercicio,7,188,2019-04-07 19:00:10,888
1337,Resnick02.07-042a,ejercicio,22,181,2019-03-23 13:27:45,880
1338,Resnick02.07-042b,ejercicio,23,181,2019-03-23 13:42:42,881
1358,Resnick 02.09-058a,ejercicio,20,188,2019-04-07 20:26:40,901
1341,Resnick 02.09-044c,ejercicio,3,188,2019-04-07 18:39:15,884
1347,Resnick 02.09-048a,ejercicio,9,188,2019-04-07 19:08:40,890
1348,Resnick 02.09-048b,ejercicio,10,188,2019-04-07 19:14:24,891
1349,Resnick 02.09-049a,ejercicio,11,188,2019-04-07 19:17:29,892
1350,Resnick 02.09-049b,ejercicio,12,188,2019-04-07 19:21:40,893
1351,Resnick 02.09-052a,ejercicio,13,188,2019-04-07 19:23:30,894
1352,Resnick 02.09-052b,ejercicio,14,188,2019-04-07 19:37:30,895
1353,Resnick 02.09-052c,ejercicio,15,188,2019-04-07 19:43:12,896
1354,Resnick 02.09-053,ejercicio,16,188,2019-04-07 19:49:37,897
1355,Resnick 02.09-054,ejercicio,17,188,2019-04-07 19:52:46,898
1356,Resnick 02.09-055,ejercicio,18,188,2019-04-07 19:59:46,899
1357,Resnick 02.09-057,ejercicio,19,188,2019-04-07 20:07:08,900
1359,Resnick 02.09-058b,ejercicio,21,188,2019-04-07 20:35:26,902
1360,Resnick 02.09-059a,ejercicio,22,188,2019-04-07 20:37:14,903
1361,Resnick 02.09-059b,ejercicio,23,188,2019-04-07 20:44:21,904
1362,Resnick 02.09-060,ejercicio,24,188,2019-04-07 20:45:25,905
1363,Resnick 02.09-061,ejercicio,25,188,2019-04-07 20:55:05,906
1374,Resnick04.04-012b,ejercicio,6,189,2019-04-28 20:30:35,917
1375,Resnick04.04-012c,ejercicio,7,189,2019-04-28 20:37:38,918
1366,Resnick 02.09-062b,ejercicio,27,188,2019-04-11 11:19:41,910
1367,Resnick 02.09-063,ejercicio,28,188,2019-04-11 11:19:52,911
1312,Resnick02.04-001,ejercicio,1,185,2019-03-20 23:42:28,857
1313,Resnick02.04-002a,ejercicio,2,185,2019-03-20 23:51:19,858
1314,Resnick02.04-002b,ejercicio,3,185,2019-03-20 23:58:24,859
1369,Resnick04.04-011a,ejercicio,1,189,2019-04-28 17:02:00,912
1373,Resnick04.04-012a,ejercicio,5,189,2019-04-28 20:28:08,916
1376,Resnick04.04-012d,ejercicio,8,189,2019-04-28 20:45:21,919
1377,Resnick04.04-012e,ejercicio,9,189,2019-04-28 20:47:07,920
1378,Resnick04.04-012f,ejercicio,10,189,2019-04-28 20:49:59,921
1379,Resnick04.04-013a,ejercicio,11,189,2019-04-28 21:04:24,922
1380,Resnick04.04-013b,ejercicio,12,189,2019-04-28 21:09:47,923
1381,Resnick04.04-015a,ejercicio,13,189,2019-04-28 21:17:58,924
1382,Resnick04.04-015b,ejercicio,14,189,2019-04-28 21:25:29,925
1383,Resnick04.04-016a,ejercicio,15,189,2019-04-28 21:46:58,926
1384,Resnick04.04-016b,ejercicio,16,189,2019-04-28 21:49:08,927
1385,Resnick04.04-016d,ejercicio,17,189,2019-04-28 21:53:18,928
1386,Resnick04.04-017,ejercicio,18,189,2019-04-28 22:09:02,929
456,Evalúa porcentaje,ejercicio,3,84,2018-07-12 13:09:11,279
1328,Resnick02.07-031b,ejercicio,13,181,2019-03-22 17:40:03,871
1329,Resnick02.07-032,ejercicio,14,181,2019-03-22 17:44:58,872
1330,Resnick02.07-033a,ejercicio,15,181,2019-03-22 17:56:17,873
1331,Resnick02.07-033b,ejercicio,16,181,2019-03-22 18:02:48,874
1332,Resnick02.07-034a,ejercicio,17,181,2019-03-22 18:08:10,875
1333,Resnick02.07-034b,ejercicio,18,181,2019-03-23 12:50:51,876
1334, Resnick02.07-036a,ejercicio,19,181,2019-03-23 12:54:32,877
1335,Resnick02.07-036b,ejercicio,20,181,2019-03-23 13:05:53,878
1339,Resnick 02.09-044a,ejercicio,1,188,2019-03-30 17:33:30,882
1136,Prismas,notas,2,153,2018-07-31 10:39:42,344
1144,Número de caras de un prisma,notas,3,153,2018-08-01 05:18:19,346
1146,¿Cuántas caras tiene?,ejercicio,4,153,2018-08-01 05:25:25,721
1147,Número de aristas de un prisma,notas,5,153,2018-08-01 05:32:19,347
1148,¿Cuántas aristas tiene?,ejercicio,6,153,2018-08-01 05:38:51,722
1149,Número de vértices de un prisma,notas,7,153,2018-08-01 05:40:28,348
1150,¿Cuántos vértices tiene?,ejercicio,8,153,2018-08-01 05:44:37,723
1141,Longitud de un lado I,ejercicio,1,152,2018-07-31 11:53:23,718
1143,Valor de un ángulo I,ejercicio,3,152,2018-07-31 14:58:16,720
1187,Hipotenusa de un triángulo retcángulo,ejercicio,1,155,2018-08-02 14:28:54,753
1188,Fórmula de Herón,ejercicio,2,155,2018-08-02 14:32:42,754
1189,Área de un círculo,ejercicio,3,155,2018-08-02 14:35:01,755
1192,Perímetro de polígono regular,ejercicio,5,155,2018-08-02 14:39:18,758
1197,Volumen de pirámide,ejercicio,10,155,2018-08-02 14:48:43,763
1198,Superficie de una esfera,ejercicio,11,155,2018-08-02 14:51:11,764
1199,Volumen de un cilindro,ejercicio,12,155,2018-08-02 14:52:53,765
1340,Resnick 02.09-044b,ejercicio,2,188,2019-03-30 18:00:39,883
1240,Velocidad,ejercicio,1,165,2018-12-12 18:18:49,792
1241,Velocidad promedio,ejercicio,2,165,2018-12-12 18:41:31,793
1396,Interés compuesto y sucesiones geométricas,notas,5,84,2019-08-02 03:32:49,371
458,Ejercicio sucesiones geométricas,ejercicio,6,84,2018-07-12 13:49:56,280
459,Razones,notas,7,84,2018-07-13 14:00:14,161
460,Identifica la razón,ejercicio,8,84,2018-07-13 14:25:13,281
461,Proporciones,notas,9,84,2018-07-13 14:38:18,162
462,Plantea una proporción,ejercicio,10,84,2018-07-14 03:30:33,282
1401,Test,ejercicio,13,88,2019-10-29 14:37:32,933
1402,Pregunta 1,ejercicio,1,190,2019-10-31 12:45:34,934
1317,Resnick02.04-003b,ejercicio,5,185,2019-03-21 00:12:37,861
1318,Resnick02.04-004,ejercicio,6,185,2019-03-21 00:15:45,862
1319,Resnick02.04-005a,ejercicio,7,185,2019-03-21 00:18:19,863
1320,Resnick02.04-005b,ejercicio,8,185,2019-03-21 00:18:31,864
1321,Resnick02.04-005c,ejercicio,9,185,2019-03-21 00:18:42,865
1322,Resnick02.04-005d,ejercicio,10,185,2019-03-21 00:18:53,866
